file,score,grade,issueCount,hardIssueCount,issueCodes,hardIssueCodes
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/domains/tax/domain_detection_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/domains/tax/evidence_requirements.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/domains/travel/domain_detection_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/domains/travel/evidence_requirements.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/crossdoc_alignment_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/doc_lock_policy.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/evidence_packaging_policy.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/negative_retrieval_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/query_rewrite_policies.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/ranker_config.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/section_boost_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/semantic_vs_lexical_router.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/snippet_compression_policy.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/retrieval/table_boost_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/routing/ambiguity_playbooks.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/routing/followup_policy.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/routing/query_family_catalog.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/routing/query_intent_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/routing/scope_resolution_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/safety/domain_sensitive_content.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/safety/pii_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/safety/redaction_actions.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/address_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/contact_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/date_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/identifier_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/money_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/entities/party_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/semantics/structure/sheetname_patterns.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/consistency_checks.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/fact_type_requirements.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/numeric_reconciliation_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/quote_integrity_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/table_cell_evidence_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/document_intelligence/validation/unsafe_inference_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/fallbacks/fallback_router.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/formatting/citation_styles.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/formatting/list_styles.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/formatting/quote_styles.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/formatting/table_styles.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/intent_patterns/docx.en.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/intent_patterns/docx.pt.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/intent_patterns/excel.en.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/intent_patterns/excel.pt.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/llm/llm_cost_table.any.json,61,F,5,0,missing__meta.languages|missing__meta.lastUpdated|missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/policies/token_rate_limits.any.json,61,F,5,0,missing__meta.languages|missing__meta.lastUpdated|missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/probes/marketing/pattern_library.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/prompts/llm_global_guards.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/prompts/llm_minimal_safe_prompt.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/prompts/llm_nav_pills_contract.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/dedupe_and_repetition.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/document_intelligence/ambiguity_questions.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/document_intelligence/numeric_integrity.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/document_intelligence/source_policy.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/document_intelligence/wrong_doc_lock.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/hallucination_guards.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/quality/privacy_minimal_rules.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/boost_rules.accounting.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/boost_rules.finance.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/boost_rules.legal.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/boost_rules.medical.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/boost_rules.ops.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/query_rewrites.accounting.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
/Users/pg/Desktop/koda-webapp/backend/src/data_banks/retrieval/query_rewrites.finance.any.json,61,F,6,0,missing__meta.owner|missing_or_empty__meta.usedBy|missing_or_empty__meta.tests|config.deterministic_not_true|config.dedupe_not_true|config.sortBy_missing,
